ts_ns,symbol,venue,level,side,price,price_ticks,size,num_orders
1748872812000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872812000000000,AAPL,XNAS,2,-1,1.002404808998108,100,100.0,1
1748872814000000000,AAPL,XNAS,1,1,1.0014221668243408,100,3.0,1
1748872814000000000,AAPL,XNAS,1,-1,1.0023013353347778,100,126.0,1
1748872814000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872814000000000,AAPL,XNAS,2,-1,1.002404808998108,100,100.0,1
1748872815000000000,AAPL,XNAS,1,1,1.0014221668243408,100,3.0,1
1748872815000000000,AAPL,XNAS,1,-1,1.0023013353347778,100,126.0,1
1748872815000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872815000000000,AAPL,XNAS,2,-1,1.002404808998108,100,100.0,1
1748872816000000000,AAPL,XNAS,1,1,1.0014221668243408,100,3.0,1
1748872816000000000,AAPL,XNAS,1,-1,1.0023013353347778,100,126.0,1
1748872816000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872816000000000,AAPL,XNAS,2,-1,1.002404808998108,100,100.0,1
1748872817000000000,AAPL,XNAS,1,1,1.0014221668243408,100,3.0,1
1748872817000000000,AAPL,XNAS,1,-1,1.0023013353347778,100,100.0,1
1748872817000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872817000000000,AAPL,XNAS,2,-1,1.002404808998108,100,100.0,1
1748872818000000000,AAPL,XNAS,1,1,1.0014221668243408,100,3.0,1
1748872818000000000,AAPL,XNAS,1,-1,1.0023013353347778,100,126.0,1
1748872818000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872818000000000,AAPL,XNAS,2,-1,1.002404808998108,100,100.0,1
1748872819000000000,AAPL,XNAS,1,1,1.0014221668243408,100,3.0,1
1748872819000000000,AAPL,XNAS,1,-1,1.0023013353347778,100,126.0,1
1748872819000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872819000000000,AAPL,XNAS,2,-1,1.002404808998108,100,100.0,1
1748872821000000000,AAPL,XNAS,1,1,1.0014221668243408,100,3.0,1
1748872821000000000,AAPL,XNAS,1,-1,1.0028184652328491,100,30.0,1
1748872821000000000,AAPL,XNAS,2,1,1.0013704299926758,100,2.0,1
1748872821000000000,AAPL,XNAS,2,-1,1.0029219388961792,100,100.0,1
1748872824000000000,AAPL,XNAS,1,1,1.0014739036560059,100,155.0,1
1748872824000000000,AAPL,XNAS,1,-1,1.0028184652328491,100,30.0,1
1748872824000000000,AAPL,XNAS,2,1,1.0014221668243408,100,3.0,1
1748872824000000000,AAPL,XNAS,2,-1,1.0029219388961792,100,100.0,1
1748872825000000000,AAPL,XNAS,1,1,1.0017324686050415,100,83.0,1
1748872825000000000,AAPL,XNAS,1,-1,1.0028184652328491,100,30.0,1
1748872825000000000,AAPL,XNAS,2,1,1.0014221668243408,100,3.0,1
1748872825000000000,AAPL,XNAS,2,-1,1.0029219388961792,100,100.0,1
1748872844000000000,AAPL,XNAS,1,1,1.0017324686050415,100,83.0,1
1748872844000000000,AAPL,XNAS,1,-1,1.0028184652328491,100,28.0,1
1748872844000000000,AAPL,XNAS,2,1,1.0014221668243408,100,3.0,1
1748872844000000000,AAPL,XNAS,2,-1,1.0029219388961792,100,100.0,1
1748872846000000000,AAPL,XNAS,1,1,1.0028184652328491,100,155.0,1
1748872846000000000,AAPL,XNAS,1,-1,1.0032322406768799,100,1.0,1
1748872846000000000,AAPL,XNAS,2,1,1.0023013353347778,100,200.0,1
1748872846000000000,AAPL,XNAS,2,-1,1.0038011074066162,100,34.0,1
1748872847000000000,AAPL,XNAS,1,1,1.0028184652328491,100,55.0,1
1748872847000000000,AAPL,XNAS,1,-1,1.0032322406768799,100,1.0,1
1748872847000000000,AAPL,XNAS,2,1,1.0023013353347778,100,100.0,1
1748872847000000000,AAPL,XNAS,2,-1,1.0038011074066162,100,34.0,1
1748872848000000000,AAPL,XNAS,1,1,1.0028184652328491,100,55.0,1
1748872848000000000,AAPL,XNAS,1,-1,1.0032322406768799,100,101.0,1
1748872848000000000,AAPL,XNAS,2,1,1.0023530721664429,100,103.0,1
1748872848000000000,AAPL,XNAS,2,-1,1.0037493705749512,100,100.0,1
1748872850000000000,AAPL,XNAS,1,1,1.0023530721664429,100,3.0,1
1748872850000000000,AAPL,XNAS,1,-1,1.0030254125595093,100,20.0,1
1748872850000000000,AAPL,XNAS,2,1,1.0023013353347778,100,100.0,1
1748872850000000000,AAPL,XNAS,2,-1,1.0032322406768799,100,301.0,2
1748872851000000000,AAPL,XNAS,1,1,1.0023530721664429,100,3.0,1
1748872851000000000,AAPL,XNAS,1,-1,1.0030254125595093,100,20.0,1
1748872851000000000,AAPL,XNAS,2,1,1.0023013353347778,100,100.0,1
1748872851000000000,AAPL,XNAS,2,-1,1.0032322406768799,100,329.0,2
1748872855000000000,AAPL,XNAS,1,1,1.0023530721664429,100,3.0,1
1748872855000000000,AAPL,XNAS,1,-1,1.0030254125595093,100,20.0,1
1748872855000000000,AAPL,XNAS,2,1,1.0023013353347778,100,100.0,1
1748872855000000000,AAPL,XNAS,2,-1,1.0031805038452148,100,100.0,1
1748872857000000000,AAPL,XNAS,1,1,1.0025081634521484,100,200.0,1
1748872857000000000,AAPL,XNAS,1,-1,1.003645896911621,100,104.0,1
1748872857000000000,AAPL,XNAS,2,1,1.002456545829773,100,28.0,1
1748872857000000000,AAPL,XNAS,2,-1,1.0037493705749512,100,200.0,1
1748872859000000000,AAPL,XNAS,1,1,1.0025081634521484,100,200.0,1
1748872859000000000,AAPL,XNAS,1,-1,1.003645896911621,100,4.0,1
1748872859000000000,AAPL,XNAS,2,1,1.002456545829773,100,28.0,1
1748872859000000000,AAPL,XNAS,2,-1,1.0037493705749512,100,200.0,1
1748872860000000000,AAPL,XNAS,1,1,1.0027668476104736,100,100.0,1
1748872860000000000,AAPL,XNAS,1,-1,1.003645896911621,100,4.0,1
1748872860000000000,AAPL,XNAS,2,1,1.0027151107788086,100,100.0,1
1748872860000000000,AAPL,XNAS,2,-1,1.0037493705749512,100,200.0,1
1748872863000000000,AAPL,XNAS,1,1,1.0028184652328491,100,11.0,1
1748872863000000000,AAPL,XNAS,1,-1,1.003645896911621,100,4.0,1
1748872863000000000,AAPL,XNAS,2,1,1.0027668476104736,100,14.0,1
1748872863000000000,AAPL,XNAS,2,-1,1.0037493705749512,100,200.0,1
1748872868000000000,AAPL,XNAS,1,1,1.0028702020645142,100,100.0,1
1748872868000000000,AAPL,XNAS,1,-1,1.0037493705749512,100,100.0,1
1748872868000000000,AAPL,XNAS,2,1,1.0028184652328491,100,11.0,1
1748872868000000000,AAPL,XNAS,2,-1,1.0038011074066162,100,34.0,1
1748872869000000000,AAPL,XNAS,1,1,1.0028184652328491,100,11.0,1
1748872869000000000,AAPL,XNAS,1,-1,1.0037493705749512,100,100.0,1
1748872869000000000,AAPL,XNAS,2,1,1.0027668476104736,100,114.0,1
1748872869000000000,AAPL,XNAS,2,-1,1.0038011074066162,100,34.0,1
1748872878000000000,AAPL,XNAS,1,1,1.003283977508545,100,19.0,1
1748872878000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872878000000000,AAPL,XNAS,2,1,1.0031805038452148,100,28.0,1
1748872878000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872879000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872879000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872879000000000,AAPL,XNAS,2,1,1.0031805038452148,100,28.0,1
1748872879000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872881000000000,AAPL,XNAS,1,1,1.003283977508545,100,124.0,1
1748872881000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872881000000000,AAPL,XNAS,2,1,1.0031805038452148,100,28.0,1
1748872881000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872883000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872883000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872883000000000,AAPL,XNAS,2,1,1.0031805038452148,100,28.0,1
1748872883000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872885000000000,AAPL,XNAS,1,1,1.003283977508545,100,122.0,1
1748872885000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872885000000000,AAPL,XNAS,2,1,1.0031805038452148,100,28.0,1
1748872885000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872890000000000,AAPL,XNAS,1,1,1.003283977508545,100,322.0,2
1748872890000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872890000000000,AAPL,XNAS,2,1,1.0031805038452148,100,28.0,1
1748872890000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872892000000000,AAPL,XNAS,1,1,1.003283977508545,100,222.0,1
1748872892000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872892000000000,AAPL,XNAS,2,1,1.0027668476104736,100,214.0,1
1748872892000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872893000000000,AAPL,XNAS,1,1,1.003283977508545,100,124.0,1
1748872893000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872893000000000,AAPL,XNAS,2,1,1.0032322406768799,100,100.0,1
1748872893000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872894000000000,AAPL,XNAS,1,1,1.003283977508545,100,124.0,1
1748872894000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872894000000000,AAPL,XNAS,2,1,1.0032322406768799,100,100.0,1
1748872894000000000,AAPL,XNAS,2,-1,1.004214882850647,100,2.0,1
1748872897000000000,AAPL,XNAS,1,1,1.003283977508545,100,222.0,1
1748872897000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872897000000000,AAPL,XNAS,2,1,1.0031805038452148,100,27.0,1
1748872897000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,22.0,1
1748872898000000000,AAPL,XNAS,1,1,1.003283977508545,100,219.0,1
1748872898000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872898000000000,AAPL,XNAS,2,1,1.0031805038452148,100,27.0,1
1748872898000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,22.0,1
1748872901000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872901000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872901000000000,AAPL,XNAS,2,1,1.0032322406768799,100,100.0,1
1748872901000000000,AAPL,XNAS,2,-1,1.004214882850647,100,2.0,1
1748872903000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872903000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872903000000000,AAPL,XNAS,2,1,1.0032322406768799,100,100.0,1
1748872903000000000,AAPL,XNAS,2,-1,1.004214882850647,100,102.0,1
1748872905000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872905000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872905000000000,AAPL,XNAS,2,1,1.0032322406768799,100,227.0,1
1748872905000000000,AAPL,XNAS,2,-1,1.004214882850647,100,102.0,1
1748872906000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872906000000000,AAPL,XNAS,1,-1,1.004163146018982,100,9.0,1
1748872906000000000,AAPL,XNAS,2,1,1.0032322406768799,100,127.0,1
1748872906000000000,AAPL,XNAS,2,-1,1.004214882850647,100,102.0,1
1748872910000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872910000000000,AAPL,XNAS,1,-1,1.004163146018982,100,7.0,1
1748872910000000000,AAPL,XNAS,2,1,1.0032322406768799,100,127.0,1
1748872910000000000,AAPL,XNAS,2,-1,1.004214882850647,100,102.0,1
1748872911000000000,AAPL,XNAS,1,1,1.003283977508545,100,119.0,1
1748872911000000000,AAPL,XNAS,1,-1,1.004163146018982,100,6.0,1
1748872911000000000,AAPL,XNAS,2,1,1.0032322406768799,100,127.0,1
1748872911000000000,AAPL,XNAS,2,-1,1.004214882850647,100,102.0,1
1748872913000000000,AAPL,XNAS,1,1,1.003283977508545,100,142.0,1
1748872913000000000,AAPL,XNAS,1,-1,1.004214882850647,100,102.0,1
1748872913000000000,AAPL,XNAS,2,1,1.0032322406768799,100,127.0,1
1748872913000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872914000000000,AAPL,XNAS,1,1,1.00333571434021,100,300.0,2
1748872914000000000,AAPL,XNAS,1,-1,1.004214882850647,100,102.0,1
1748872914000000000,AAPL,XNAS,2,1,1.003283977508545,100,119.0,1
1748872914000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872915000000000,AAPL,XNAS,1,1,1.0033873319625854,100,240.0,2
1748872915000000000,AAPL,XNAS,1,-1,1.004214882850647,100,102.0,1
1748872915000000000,AAPL,XNAS,2,1,1.00333571434021,100,400.0,3
1748872915000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872918000000000,AAPL,XNAS,1,1,1.00333571434021,100,200.0,1
1748872918000000000,AAPL,XNAS,1,-1,1.004214882850647,100,102.0,1
1748872918000000000,AAPL,XNAS,2,1,1.003283977508545,100,19.0,1
1748872918000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872919000000000,AAPL,XNAS,1,1,1.0033873319625854,100,100.0,1
1748872919000000000,AAPL,XNAS,1,-1,1.004214882850647,100,102.0,1
1748872919000000000,AAPL,XNAS,2,1,1.00333571434021,100,100.0,1
1748872919000000000,AAPL,XNAS,2,-1,1.0043182373046875,100,20.0,1
1748872922000000000,AAPL,XNAS,1,1,1.0039561986923218,100,30.0,1
1748872922000000000,AAPL,XNAS,1,-1,1.0045768022537231,100,101.0,1
1748872922000000000,AAPL,XNAS,2,1,1.0036976337432861,100,200.0,1
1748872922000000000,AAPL,XNAS,2,-1,1.0051456689834595,101,3.0,1
1748872923000000000,AAPL,XNAS,1,1,1.0039561986923218,100,30.0,1
1748872923000000000,AAPL,XNAS,1,-1,1.0045768022537231,100,102.0,1
1748872923000000000,AAPL,XNAS,2,1,1.0035942792892456,100,200.0,1
1748872923000000000,AAPL,XNAS,2,-1,1.0051456689834595,101,3.0,1
1748872924000000000,AAPL,XNAS,1,1,1.0039561986923218,100,30.0,1
1748872924000000000,AAPL,XNAS,1,-1,1.0045768022537231,100,102.0,1
1748872924000000000,AAPL,XNAS,2,1,1.003645896911621,100,100.0,1
1748872924000000000,AAPL,XNAS,2,-1,1.0051456689834595,101,3.0,1
1748872926000000000,AAPL,XNAS,1,1,1.0039561986923218,100,30.0,1
1748872926000000000,AAPL,XNAS,1,-1,1.0045768022537231,100,2.0,1
1748872926000000000,AAPL,XNAS,2,1,1.003645896911621,100,100.0,1
1748872926000000000,AAPL,XNAS,2,-1,1.0051456689834595,101,3.0,1
1748872927000000000,AAPL,XNAS,1,1,1.0039561986923218,100,30.0,1
1748872927000000000,AAPL,XNAS,1,-1,1.0049388408660889,100,100.0,1
1748872927000000000,AAPL,XNAS,2,1,1.003645896911621,100,200.0,1
1748872927000000000,AAPL,XNAS,2,-1,1.0051456689834595,101,3.0,1
1748872928000000000,AAPL,XNAS,1,1,1.0039561986923218,100,300.0,2
1748872928000000000,AAPL,XNAS,1,-1,1.0049388408660889,100,11.0,1
1748872928000000000,AAPL,XNAS,2,1,1.0034390687942505,100,2.0,1
1748872928000000000,AAPL,XNAS,2,-1,1.0051456689834595,101,3.0,1
1748872929000000000,AAPL,XNAS,1,1,1.0039561986923218,100,500.0,4
1748872929000000000,AAPL,XNAS,1,-1,1.0049388408660889,100,10.0,1
1748872929000000000,AAPL,XNAS,2,1,1.0034390687942505,100,2.0,1
1748872929000000000,AAPL,XNAS,2,-1,1.005042314529419,101,46.0,1
1748872932000000000,AAPL,XNAS,1,1,1.004214882850647,100,100.0,1
1748872932000000000,AAPL,XNAS,1,-1,1.0049388408660889,100,10.0,1
1748872932000000000,AAPL,XNAS,2,1,1.0039561986923218,100,400.0,3
1748872932000000000,AAPL,XNAS,2,-1,1.005042314529419,101,46.0,1
1748872933000000000,AAPL,XNAS,1,1,1.0042665004730225,100,32.0,1
1748872933000000000,AAPL,XNAS,1,-1,1.0049388408660889,100,30.0,1
1748872933000000000,AAPL,XNAS,2,1,1.004214882850647,100,100.0,1
1748872933000000000,AAPL,XNAS,2,-1,1.005042314529419,101,46.0,1
1748872934000000000,AAPL,XNAS,1,1,1.0042665004730225,100,32.0,1
1748872934000000000,AAPL,XNAS,1,-1,1.0049388408660889,100,30.0,1
1748872934000000000,AAPL,XNAS,2,1,1.0039561986923218,100,400.0,3
1748872934000000000,AAPL,XNAS,2,-1,1.005042314529419,101,46.0,1
1748872938000000000,AAPL,XNAS,1,1,1.0042665004730225,100,32.0,1
1748872938000000000,AAPL,XNAS,1,-1,1.0049388408660889,100,30.0,1
1748872938000000000,AAPL,XNAS,2,1,1.0039561986923218,100,400.0,3
1748872938000000000,AAPL,XNAS,2,-1,1.005042314529419,101,47.0,1
1748872940000000000,AAPL,XNAS,1,1,1.0040079355239868,100,32.0,1
1748872940000000000,AAPL,XNAS,1,-1,1.0046285390853882,100,28.0,1
1748872940000000000,AAPL,XNAS,2,1,1.0039561986923218,100,200.0,1
1748872940000000000,AAPL,XNAS,2,-1,1.0048871040344238,100,7.0,1
1748872941000000000,AAPL,XNAS,1,1,1.0040079355239868,100,32.0,1
1748872941000000000,AAPL,XNAS,1,-1,1.0046285390853882,100,28.0,1
1748872941000000000,AAPL,XNAS,2,1,1.0039561986923218,100,200.0,1
1748872941000000000,AAPL,XNAS,2,-1,1.0048353672027588,100,100.0,1
1748872943000000000,AAPL,XNAS,1,1,1.0040079355239868,100,32.0,1
1748872943000000000,AAPL,XNAS,1,-1,1.0047837495803833,100,5.0,1
1748872943000000000,AAPL,XNAS,2,1,1.0039561986923218,100,200.0,1
1748872943000000000,AAPL,XNAS,2,-1,1.0048353672027588,100,94.0,1
1748872944000000000,AAPL,XNAS,1,1,1.0040079355239868,100,32.0,1
1748872944000000000,AAPL,XNAS,1,-1,1.0045768022537231,100,100.0,1
1748872944000000000,AAPL,XNAS,2,1,1.0039561986923218,100,200.0,1
1748872944000000000,AAPL,XNAS,2,-1,1.0047837495803833,100,5.0,1
1748872945000000000,AAPL,XNAS,1,1,1.0040079355239868,100,32.0,1
1748872945000000000,AAPL,XNAS,1,-1,1.0045768022537231,100,101.0,1
1748872945000000000,AAPL,XNAS,2,1,1.0039561986923218,100,200.0,1
1748872945000000000,AAPL,XNAS,2,-1,1.0047837495803833,100,5.0,1
1748872947000000000,AAPL,XNAS,1,1,1.0034908056259155,100,200.0,1
1748872947000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,100.0,1
1748872947000000000,AAPL,XNAS,2,1,1.0034390687942505,100,2.0,1
1748872947000000000,AAPL,XNAS,2,-1,1.0045768022537231,100,1.0,1
1748872948000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872948000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,165.0,1
1748872948000000000,AAPL,XNAS,2,1,1.0033873319625854,100,100.0,1
1748872948000000000,AAPL,XNAS,2,-1,1.0044734477996826,100,26.0,1
1748872949000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872949000000000,AAPL,XNAS,1,-1,1.004214882850647,100,100.0,1
1748872949000000000,AAPL,XNAS,2,1,1.0033873319625854,100,100.0,1
1748872949000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,166.0,1
1748872950000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872950000000000,AAPL,XNAS,1,-1,1.004214882850647,100,100.0,1
1748872950000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872950000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872951000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872951000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,65.0,1
1748872951000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872951000000000,AAPL,XNAS,2,-1,1.0044734477996826,100,26.0,1
1748872952000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872952000000000,AAPL,XNAS,1,-1,1.004214882850647,100,1.0,1
1748872952000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872952000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872953000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872953000000000,AAPL,XNAS,1,-1,1.004214882850647,100,65.0,1
1748872953000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872953000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,100.0,1
1748872954000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872954000000000,AAPL,XNAS,1,-1,1.004214882850647,100,66.0,1
1748872954000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872954000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,100.0,1
1748872958000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872958000000000,AAPL,XNAS,1,-1,1.004214882850647,100,1.0,1
1748872958000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872958000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872959000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872959000000000,AAPL,XNAS,1,-1,1.004214882850647,100,61.0,1
1748872959000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872959000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872960000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872960000000000,AAPL,XNAS,1,-1,1.004214882850647,100,1.0,1
1748872960000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872960000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872961000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872961000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,165.0,1
1748872961000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872961000000000,AAPL,XNAS,2,-1,1.0046285390853882,100,100.0,1
1748872964000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872964000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,166.0,1
1748872964000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872964000000000,AAPL,XNAS,2,-1,1.0044734477996826,100,26.0,1
1748872965000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872965000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,165.0,1
1748872965000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872965000000000,AAPL,XNAS,2,-1,1.0044734477996826,100,26.0,1
1748872966000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872966000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,166.0,1
1748872966000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872966000000000,AAPL,XNAS,2,-1,1.0044734477996826,100,26.0,1
1748872967000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872967000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,165.0,1
1748872967000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872967000000000,AAPL,XNAS,2,-1,1.0044734477996826,100,26.0,1
1748872968000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872968000000000,AAPL,XNAS,1,-1,1.0042665004730225,100,165.0,1
1748872968000000000,AAPL,XNAS,2,1,1.00333571434021,100,200.0,1
1748872968000000000,AAPL,XNAS,2,-1,1.004525065422058,100,26.0,1
1748872969000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872969000000000,AAPL,XNAS,1,-1,1.004214882850647,100,60.0,1
1748872969000000000,AAPL,XNAS,2,1,1.0033873319625854,100,100.0,1
1748872969000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872971000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872971000000000,AAPL,XNAS,1,-1,1.004214882850647,100,61.0,1
1748872971000000000,AAPL,XNAS,2,1,1.0033873319625854,100,100.0,1
1748872971000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872973000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872973000000000,AAPL,XNAS,1,-1,1.004214882850647,100,1.0,1
1748872973000000000,AAPL,XNAS,2,1,1.0033873319625854,100,100.0,1
1748872973000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872974000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872974000000000,AAPL,XNAS,1,-1,1.004214882850647,100,60.0,1
1748872974000000000,AAPL,XNAS,2,1,1.0033873319625854,100,100.0,1
1748872974000000000,AAPL,XNAS,2,-1,1.0042665004730225,100,165.0,1
1748872975000000000,AAPL,XNAS,1,1,1.0034390687942505,100,2.0,1
1748872975000000000,AAPL,XNAS,1,-1,1.004214882850647,100,61.0,1
1748872975000000000,AAPL,XNAS,2,1,1.0033873319625854,100,100.0,1
